Centre d'archives;Scripteur;Scripteur - complet;Destinataire;Fonction du scripteur;Spécialité;Spécialité - généraliste;Nombre de lettres;Date A;Date B;Format;Sujet(s);Œuvres citées;Personnes citées;Contexte relationnel;Cote Archives;Identifiant personnel;Notes archiviste;Papier à en-tête;Revue;Lieu
Archives municipales de La Rochelle;Jacques Mieriack (?);;;Casa da cultura francesa, Aliança francesa de Sao Paulo;Responsable culturel;Culture et diplomatie;1;1976;;;;;;;10Z 65 (4);;;;;Av. Brig. Faria Lima, 2421 - Pinheiros, São Paulo - SP, 01452-000, Brésil
IMEC;Jacques Muscat;;;;Inconnu;Inconnu;2;1976;;;;;;;DVG2.C05;;;;;
IMEC;Jacques Neefs et Hans Hartje;;;"Jacques Neefs : professeur de littérature, spécialiste de l'histoire du roman, auteur d'une bio de G. Perec.
Hans Hartje : Maitre de conf en littérature, auteur d'une thèse sur G. Perec sous la direction de Jacques Neefs";Professeur de littérature;Littérature;5;1990;;;;;;;DVG2.N04-07.02;;"PJ : 1/ Deux dépliants de l'Association Georges Perec
2/ photocopie d'un photo";;;
IMEC;Jacques Peuchmaurd;;;Ecrivain, critique littéraire;Critique littéraire;Littérature;1;1953;;;;;;;DVG2.C06;;;Théâtre des noctambules;;
Archives municipales de La Rochelle;Jacques Rigaud;;;Responsable culturel, haut fonctionnaire, administrateur de radio;Responsable culturel;Culture et diplomatie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;Paris
IMEC;Jacques Rigaud;;;Responsable culturel, haut fonctionnaire, administrateur de radio;Responsable culturel;Culture et diplomatie;1;1990;;;;;;;DVG2.C06;;;;;
IMEC;Jan Kott;;;Critique de théâtre et théoricien du théâtre;Théoricien du théâtre;Théoricien de l'art/théâtre/littérature/architecture;6;1981;;;;;;;DVG2.C04;;;;;
IMEC;Jane (?);;;;Inconnu;Inconnu;1;19….;;;;;;;DVG2.C04;;Lettre incomplète;;;
Archives municipales de La Rochelle;Janine Mahuzier;;;PLON;Editeur/Editrice;Edition;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;92 Av. de France, 75013 Paris
IMEC;Jaqua…(?);;;;Inconnu;Inconnu;1;19….;;;;;;;DVG2.C04;;;;;
IMEC;Javier Perez de Cuellar;;;Diplomate pérucien, secrétaire général de l'ONU de 1982 à 1991;Diplomate;Culture et diplomatie;1;1993;;;;;;;DVG2.C06;;PJ : 1 coupure de presse, Le Monde 1993;L'Arche de la Fraternité;;
Archives municipales de La Rochelle;Jay(?);;;;Inconnu;Inconnu;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;;;
IMEC;Jean;;;;Inconnu;Inconnu;3;1942;;;;;;;DVG2.C04;;;;;
IMEC;Jean Autran;;;;Inconnu;Inconnu;1;1955;;;;;;;DVG2.C01;;;;;
Archives municipales de La Rochelle;Jean Bernard Raimond;;;Ministre des affaires étrangères;Politicien-ne;Politique;1;1987;;;Symposium international sur l'Identité Culturelle européenne;;;;10Z 65 (4);;A l'occasion de cet évènement : un carton d'invitation et 2 cartes de visite;;;
IMEC;Jean Bonnel;;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C01;;;;;
IMEC;Jean C….(?);;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C02;;;;;
IMEC;Jean Cassou (?);;;Poète, ecrivain, résistant;Ecrivain(e);Littérature;12;19…;;;;;;;DVG2.C02;;"en-tête : Musée d'Art Moderne
PJ : une coupure de presse sur Contemporains (1950)";Musée d'Art Moderne;;
Archives municipales de La Rochelle;Jean Cayrol;;;Ecrivain;Ecrivain(e);Littérature;1;1968;;;Chebika;;;;10Z 1 (3);;;;;
Domicile;Jean Cazeneuve;;;Sociologue;Sociologue;Sociologie - anthropologie;1;;;;"Remerciements pour l'envoi du livre ""sur les Fêtes""";Fêtes et civilisations;;;;;;;;
IMEC;Jean Daniel;;;Ecrivain et journaliste, fondateur (1964), directeur et éditorialiste du Nouvel Observateur;Journaliste-écrivain;Journalisme;13;1975;1996;;;;;;DVG2.C02;;PJ : Copie de lettre envoyée à Jean Daniel par J-G Lapacherie à propos d'un texte de Berque;;;
Domicile;Jean Daniel;;;Journaliste;Journaliste;Journalisme;1;;;;Parution et envoi à Jean Daniel de l'Anthologie des sociologues contemporains. Jean Daniel explique que pour des raisons personnelles il n'a pas pu en faire la critique dans le NO (Nouvel Observateur). Sujets personnels;;;Intime;;;;;Nouvel Observateur;
IMEC;Jean Delumeau;;;Historien;Historien;Histoire;1;1977;;;;;;;DVG2.C02;;;;;
IMEC;Jean Demélier;;;Écrivain, poète, dessinateur et peintre;Ecrivain(e);Littérature;5;1972;1975;;;;;;DVG2.C02;;;;;
IMEC;Jean Devèze;;;Professeur en Droit privé et sciences criminelles;Professeur de droit;Droit;1;1989;;;;;;;DVG2.C02;;;;;
Archives municipales de La Rochelle;Jean dezeve pour le laboratoire de sociologie de la connaissance;;;sociologue;Sociologue;Sociologie - anthropologie;1;1984;;;Organisation et menu de la réunion de l'association du laboratoire;;;;10Z 65 (4);;;;;
Domicile;Jean D'Ormesson;;;Ecrivain et académicien;Femme/Homme de lettres;Littérature;1;1998;;;"Remerciement pour le ""Pandémonium""";;;;;;;;;
IMEC;Jean d'Ormesson;;;Ecrivain et académicien;Femme/Homme de lettres;Littérature;1;1970;;;;;;;DVG2.C06;;;Conseil International de la Philosophie et des Sciences Humaines;;
IMEC;Jean Duval;;;;;Inconnu;4;1943;;;;;;;DVG2.C02;;"""Les amis des mauvais jours""";;;
BLJD;Jean Duvignaud;;André Frenaud;Poète;;;3;1956;1958;;;;;;FND C 269 (1-3);;;;;
Archives municipales de La Rochelle;Jean Duvignaud;;G. Imbert;Sociologue et anthropologue;Sociologue;;2;1990;;;"Conférence à l'Institut à l'occasion de la publication en espagnol d'""Hérésie et subversion"".";;;;10Z 65 (4);;;;;Paris
IMEC;Jean Duvignaud;;G. E. Von Gunebaum;;;;2;1970;1971;;;;;;DVG2.C03;;PJ : 2 feuillets manuscrits, traduction des lettres de Grunebaum;;;
Archives municipales de La Rochelle;Jean Duvignaud;;Gallimard;;;;1;1965;;;Ouvrage sur la sociologie de l'art;;;;10Z 65 (4);;;;;
BLJD;Jean Duvignaud;;André Breton;Ecrivain;;;1;1959;;;;;;;BRT C Sup 280;;;;;
IMEC;Jean Duvignaud;;Georges Balandier;;;;1;1989;;;;;;;DVG2.C01;;En-tête Paris 7. Double carbone;Paris 7;;
IMEC;Jean Duvignaud;;;;;;;;;;;;;;;;;;;
Archives municipales de La Rochelle;"Jean Duvignaud à ""Roland""";;;;;;;1965;;;Critique article;;;;10Z 1 (3);;;;;
IMEC;Jean Duvignaud à A. Loisy;;;;;;1;1949;;;;;;;DVG2.C05;;PJ : Lettre adressée au Comité Central du Parti Communiste Français;;;
IMEC;Jean Duvignaud à Acher Deleon;;;;;;1;1978;;;;;;;DVG2.C02;;;;;
IMEC;Jean Duvignaud à Annalia Rosella Milletti;;;;;;1;1977;;;;;;;DVG2.C02;;;;;
Archives municipales de La Rochelle;Jean Duvignaud à B. Poli;;;;;;1;1976;;;Conférence à Florence;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Bakomba Katik Diong;;;;;;2;1976;;;;;;;DVG2.C02;;;;;
IMEC;Jean Duvignaud à Bernard Grasset;;;Philosophe;;;1;1997;;;;;;;DVG2.C02;;;Maison des Cultures du Monde;;
IMEC;Jean Duvignaud à Bernard Poli;;;;;;1;1977;;;;;;;DVG2.C06;;;;;
IMEC;Jean Duvignaud à Centre National des Lettres;;;;;;1;1982;;;;;;;DVG2.C02;;;;;
IMEC;Jean Duvignaud à Clara Malraux;;;;;;1;1957;;;;;;;DVG2.C05;;;;;
IMEC;Jean Duvignaud à Claude Glayman;;;;;;5;1974;;;;;;;DVG2.C03;;Une lettre adressée à Glayman, le reste à d'autres collaborateurs des éditions Stock;;;
IMEC;Jean Duvignaud à Claude Nori;;;;;;1;1979;;;;;;;DVG2.C06;;;;;
IMEC;Jean Duvignaud à David Bellos;;;;;;2;1988;1992;;;;;;DVG2.N04-07.04;;Cette correspondance est dans le Dossier Pérec;;;
IMEC;Jean Duvignaud à Dokumente (Gerda Merckx);;;;;;1;1973;;;;;;;DVG2.C02;;;;;
IMEC;Jean Duvignaud à Erika Martelli;;;;;;1;1996;;;;;;;DVG2.N04-07.05;;;;;
IMEC;Jean Duvignaud à Gao Hucheng;;;;;;2;1966;1988;;;;;;DVG2.C04;;;;;
IMEC;Jean Duvignaud à Gérard Antoine;;;;;;1;1964;;;;;;;DVG2.C01;;P.J. : G. Antoine à P. Luizi au sujet de J. Duvignaud : 1 lettre datée de 1964 (double carbone);;;
Archives municipales de La Rochelle;Jean Duvignaud à Gerardo Estrada Rodriguez;;;;;;1;1980;;;Conférence à Mexico;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Gilles Quinsat;;;;;;1;1966;;;;;;;DVG2.C02;;;Maison des Cultures du monde;;
IMEC;Jean Duvignaud à guy Georges;;;;;;1;1983;;;;;;;DVG2.C03;;"""Archives Scarabée International""";;Scarabée International;
IMEC;Jean Duvignaud à Guy Martinière;;;;;;2;1996;;;;;;;DVG2.C05;;PJ : deux rapports d'activité de l'envoi de la télécopie (2 ff.) + page de garde de la Maison des Cultures du Monde;;;
IMEC;Jean Duvignaud à Henri Lefebvre;;;;;;1;1957;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Jean Duvignaud à Inoussa Ousseini;;;;;;1;1983;;;Thèse d'Inoussa Ousseini;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Ivo Tonet & Iessa Sérgio;;;;;;1;1993;;;;;;;DVG2.C07;;;;;
IMEC;Jean Duvignaud à Jack Lang;;;;;;2;1981;1992;;;;;;DVG2.C05;;"PJ : 1/ Sciences de la culture et formation du formateur, texte en deux versions
2/ Copies de la lettre de J.D. à Jack Lang du 8 avril 1992";;;
IMEC;Jean Duvignaud à Jacques Germain;;;;;;1;1972;;;;;;;DVG2.C02;;"PJ : Signification de Contrainte -Sécurité Sociale (2 ff. impr. + dactyl. dble carbone) Récépissé
d'un envoi recommandé et du cheque postal";;;
IMEC;Jean Duvignaud à Jacques Neefs et Hans Hartje;;;;;;1;1993;;;;;;;DVG2.N04-07.02;;;;;
IMEC;Jean Duvignaud à JD Roussel;;;;;;1;1989;;;;;;;DVG2.C02;;;Université Paris 7;;
Archives municipales de La Rochelle;Jean Duvignaud à Jean Malaurie;;;;;;1;19…;;;Coédition de Chebika Gallimard / Plon;;;;;;;Paris 7;;
IMEC;Jean Duvignaud à Jean Vianello;;;;;;1;1986;;;;;;;DVG2.C02;;;Maison des Cultures du Monde;;
IMEC;Jean Duvignaud à Jean Voisin;;;;;;1;1957;;;;;;;DVG2.C02;;Mot de J. Duvignaud à R.V. joint à un morceau de scénario;;;
IMEC;Jean Duvignaud à Jeannette Abouhamad Hobaica;;;;;;1;1977;;;;;;;DVG2.C04;;;;;
IMEC;Jean Duvignaud à Jean-Pierre Klein;;;;;;1;199…;;;;;;;DVG2.C04;;;;;
IMEC;Jean Duvignaud à L. Sédar Senghor;;;;;;3;1974;1975;;;;;;DVG2.C07;;;;;
IMEC;Jean Duvignaud à Lucette Mayherit-Coutriet (probable Lucette Michaux-Chevry);;;;;;1;1944;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Jean Duvignaud à M. Garcin, PUF;;;;;;1;1964;;;Versement de la subvention accordée par l'Education nationale pour l'édition de la thèse;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;Jean Duvignaud à M. le Directeur littéraire des PUF;;;;;;1;1964;;;Envoi du Durkheim;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à M. Simion;;;;;;1;1981;;;;;;;DVG2.C02;;;;Scarabée International;
Archives municipales de La Rochelle;Jean Duvignaud à Maitre Matarasso, avocat de M. E. Luntz;;;Avocat;;;;;;;A propos du Grabuge et des productions Fox Europa;;;;10Z 1 (3);;;;;
IMEC;Jean Duvignaud à Marc Blancpain;;;;;;1;1972;;;;;;;DVG2.C01;;;;;
BLJD;Jean Duvignaud à Marcel Arland;;;;;;197;;;;;;;Revue;ARL C;;"Composition du dossier : 
190 lettres, 1 projet ms. apostillé par Jean PAULHAN 8ff., 1 projet ms. 3ff.
2 lettres de Marcel ARLAND à DUVIGNAUD, 1 lettre de Marcel ARLAND sur DUVIGNAUD
3 lettres de Anne FABRE-LUCE
1 lettre de Françoise DUVIGNAUD";;;
Archives municipales de La Rochelle;Jean Duvignaud à Michel Monory;;;;;;1;1975;;;Conférences en Italie;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Mireille Roux;;;;;;12;1943;1945;;;;;Intime;DVG2.C06;;"PJ : 1 dessin au crayon avec notations mss au verso
Dans une chemise rouge intitulée ""M.R.""";;;
Archives municipales de La Rochelle;Jean Duvignaud à Mohamed Aziza;;;;;;1;1977;;;Séminaire à Tabarka;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;Jean Duvignaud à Mohamed Benaissa, Ministre des affaires culturelles du royaume du Maroc;;;;;;1;1988;;;;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Nicolas Tertullian;;;;;;;;;;;;;;DVG2.C07;;;;;
IMEC;Jean Duvignaud à Nouvelle Diffusion;;;;;;1;1978;;;;;;;DVG2.C06;;;;;
IMEC;Jean Duvignaud à plusieurs destinataires;;;;;;1;1977;1980;;;;;;DVG2.C02;;PJ : Collection Corpus;;;
IMEC;Jean Duvignaud à Président Université rabelais;;;;Administratif universitaire;Administration  - gestion;1;19…;;;;;;;DVG2.C02;;PJ : Résumé des activités professionnelles de Milan Kundera;;;
IMEC;Jean Duvignaud à R. Albanese;;;;;;2;1976;;;;;;;DVG2.C01;;Double sur papier carbone;;;
IMEC;Jean Duvignaud à Ramon Xirau;;;;;;1;1983;;;;;;;DVG2.C07;;;;;
IMEC;Jean Duvignaud à Raymond Duvignaud;;;;Famille;Inconnu;1;1991;;;;;;;DVG2.C02;;;;;
IMEC;Jean Duvignaud à Rocherieux;;;;;;1;1987;;;;;;;DVG2.C02;;;Université Paris 7;;
Archives municipales de La Rochelle;Jean Duvignaud à Serge Jonas;;;Editions Anthropos;Editions;Edition;1;1966;;;Publication de la revue de sociologie de l'art Mutation, dirigée par Jean Duvignaud;;;;10Z 1 (3);;;;;42 RUE MONGE 75005 PARIS
IMEC;Jean Duvignaud à Serge Santelli;;;;Socio-anthropologue;Sociologie - anthropologie;1;1979;;;;;;;DVG2.C07;;;Université François Rabelais;;
Archives municipales de La Rochelle;Jean Duvignaud à Sonia Dayan;;;;;;1;1997;;;Au sujet de la thèse de sociologie de Périclès Nearkou;;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud à Stanislas de Laboulaye;;;;;;1;1975;;;;;;;DVG2.C05;;;;;
IMEC;Jean Duvignaud à Sylvain Michaux;;;;;;1;1977;;;;;;;DVG2.C05;;;;;
IMEC;Jean Duvignaud à Thomas Bishop;;;;;;1;1982;;;;;;;DVG2.C02;;Dans le classeur ‘‘Scarabée International, Archives’‘;;Scarabée International;
IMEC;Jean Duvignaud à Tom Burns;;;;;;1;1973;;;;;;;DVG2.C01;;en-tête : Université Rabelais;Université Rabelais;;
IMEC;Jean Duvignaud au PCF;;;;;;1;1949;;;;;;;DVG2.C06;;"Lettre adressée à la Fédération de la Somme ; (1.5) La lettre faisait partie du dossier PC
Voir également Documentation (DVG2.D02)";;;
Archives municipales de La Rochelle;Jean Duvignaud au Président (de l'université ?);;;;;;1;1982;;;sur la loi d'orientation de l'enseignement supérieur;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;Jean Duvignaud au Président (de l'université ?);;;;;;1;1985;;;Annonce de la volonté de Jean Duvignaud de quitter le poste de Directeur de l'UER;;;;10Z 65 (4);;Photocopie;;;
Archives municipales de La Rochelle;Jean Duvignaud au Service de Fabrication PUF;;;;;;1;1965;;;"Envoi du ""bon à tirer"" de la couverture de ""Sociologie du théâtre""";;;;10Z 65 (4);;;;;
IMEC;Jean Duvignaud et d'autres signataires à Kadar;;;;;;6;1957;;;;;;;DVG2.C08;;"Lettre-pétition préparée par J. Duvignaud et signée par plusieurs intellectuels en protestation à la dissolution de l'union des Ecrivains Hongrois et à l'arrestation de Tibor Déry ; Dossier composé par la lettre collective et quelques unes, individuelles";;;
IMEC;Jean Edren Hallier;;;Ecrivain, polémiste, pamphlétaire, journaliste, critique littéraire et animateur de télévision français;Journaliste-écrivain;Journalisme;1;19…;;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;Jean Félix Herpin;;;Ecrivain;Ecrivain(e);Littérature;1;1979;;;La Banque des rêves;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;Jean Ferniot;;;Journaliste;Journaliste;Journalisme;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;RTL;;
IMEC;Jean Ferniot;;;;Inconnu;Inconnu;1;1973;;;;;;;DVG2.C03;;Carte de visite de la RTL;;;
IMEC;Jean Follain;;;Poète et écrivain;Ecrivain(e);Littérature;1;19…;;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Jean Galard;;;Attaché culturel Ambassade de France au Mexique;Responsable culturel;Culture et diplomatie;1;1980;;;Conférence à Mexico;;;;10Z 65 (4);;;;;Mexico
IMEC;Jean Gattegno;;;ecrivain;Ecrivain(e);Littérature;1;1982;;;;;;;DVG2.C03;;;Centre National des Lettres;;
IMEC;Jean Grenier;;;Philosophe et écrivain;Ecrivain-philosophe;Philosophie;1;1957;;;;;;;DVG2.C03;;;;;
IMEC;Jean Grosjean;;;Poète, ecrivain, traducteur, commentateur de textes bibliques;Femme/Homme de lettres;Littérature;2;19…;;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Jean Harzic;;;Secrétaire général de l'Alliance Française ;Responsable culturel;Culture et diplomatie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;101 Bd Raspail, 75006 Paris
IMEC;Jean Henson;;;Jean et Violette Henson, couple mondain américano-britannique ayant vécu à Hammamet.;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;;;;
IMEC;Jean Kanapa;;;Ecrivain, intellectuel et dirigeant du Parti communiste français;Politique-écrivain;Littérature;5;1947;;;;;;;DVG2.C04;;;Editions Sociales;;
IMEC;Jean Malaurie;;;Ethno-historien, géomorphologue, responsable de la collection Terre-Humaine chez Plon;Ethnologue/Anthropologue;Sociologie - anthropologie;7;1965;1999;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Jean Malaurie;;;Ethno-historien, géomorphologue, responsable de la collection Terre-Humaine chez Plon;Ethnologue/Anthropologue;Sociologie - anthropologie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;Centre d'études Arctiques;;
Domicile;Jean Malaurie;;;Ethno-historien, géomorphologue, responsable de la collection Terre-Humaine chez Plon;Ethnologue/Anthropologue;Sociologie - anthropologie;1;;;;L'Art et la société. Personnel;;;Intime;;;;Plon - Terre Humaine;;
Archives municipales de La Rochelle;Jean Mattern;;;Actes Sud;Editeur/Editrice;Edition;1;1994;;;"Envoi de 3 exemplaires de la revue espagnole ""Debats"", avec en fin de volume la traduction du texte sur Perec.";;;;10Z 1 (3);;;;;60-62 Av. de Saxe, 75015 Paris
IMEC;Jean Montalbein (?);;;Probable Jean Montalban, acteur et directeur artistique spécialisé dans le doublage;Actrice/acteur;Cinéma;2;1986;;;;;;;DVG2.C05;;;;;
IMEC;Jean Owal;;;;Inconnu;Inconnu;1;1951;;;;;;;DVG2.C06;;;;;
IMEC;Jean Paris;;;Philosophe;Philosophe;Philosophie;1;1954;;;;;;;DVG2.C06;;;;;
IMEC;Jean Paul Enthoven;;;Ecrivain, éditeur et journaliste;Journaliste-écrivain;Journalisme;1;1976;;;;;;;DVG2.C03;;;;;
IMEC;Jean Paulhan;;;Ecrivain, secrétaire puis rédacteur en chef puis gérant de la NRF;Femme/Homme de lettres;Littérature;12;1942;1953;;;;;;DVG2.C06;;"PJ : 1/ J. Duvignaud au directeur du Figaro Littéraire sur Paulhan : 1 lettre (1 f. dactyl. dble carbone, 1952)
2/ coupures de presse sur l'affaire ;
3/ enveloppe avec la notation ms. de J. Duvignaud : ‘‘Paulhan’‘ 
4/ description d'une ?
Voir fonds J. Paulhan
Dans l'enveloppe ""Paulhan""";;;
IMEC;Jean Pouget;;;Ancien militaire, grand reporter au Figaro et écrivain;Journaliste-écrivain;Journalisme;1;1972;;;;;;;DVG2.C06;;;;;
Archives municipales de La Rochelle;Jean Roe(?);;;;Inconnu;Inconnu;1;1968;;;Chebika;;;;10Z 1 (3);;;République du Sénégal - Présidence de la République;;
Archives municipales de La Rochelle;Jean Rose;;;Délégué général de l'Alliance française au Brésil;Responsable culturel;Culture et diplomatie;1;1977;;;Colloque à Rio de Janeiro;;;;10Z 65 (4);;;;;Rio de Janeiro
IMEC;Jean Rossignol (?);;;;Inconnu;Inconnu;4;1967;1968;;;;;;DVG2.C06;;3 lettres signées Denise Terraillon;;;
IMEC;Jean Roudant;;;théoricien de la littérature. Spécialistés : villes imaginaires, peinture, rêve;Professeur de littérature;Littérature;2;1964;;;;;;;DVG2.C06;;;;;
Archives municipales de La Rochelle;Jean Rous;;;Ecrivain et militant politique;Ecrivain(e);Edition;1;1975;;;"Envoi de 2 exemplaires de la ""Revue française d'Etudes politiques Méditerranéennes"" et demande de valorisation de la revue.";;;;10Z 65 (4);;;Société Africaine d'Edition;;Paris
IMEC;Jean Starobinski;;;Historien des idées, théoricien de la littérature et médecin psychiatre suisse.;Historien-philosophe;Histoire;4;1958;1959;;;;;;DVG2.C07;;;;;
IMEC;Jean Stoezel;;;Sociologue, spécialisé en théorie de l'opinion et la psychosociologie de la communication. Il  introduit en France le sondage d'opinion;Sociologue;Sociologie - anthropologie;1;1965;;;;;;;DVG2.C07;;;;;
IMEC;Jean Vilar;;;Auteur et metteur en scène de théâtre, créateur du TNP et du festival d'Avignon;Femme/Homme de théâtre;Littérature;1;1954;;;;;;;DVG2.C07;;;TNP;;
IMEC;Jean Watanabé;;;;;Inconnu;10;1984;1996;;;;;;DVG2.C07;;;;;
IMEC;Jean Weiler;;;;Inconnu;Inconnu;2;1990;1995;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Jean Weiller;;;Economiste;Economiste;Economie;1;1960;;;A propos de Pour entrer dans le Xxe siècle;;;;10Z 1 (3);;;Faculté de Droit et de sciences économiques de Paris;;Université Paris 1 Panthéon-Sorbonne, Paris 05
Archives municipales de La Rochelle;Jean Weiller;;;;Inconnu;Inconnu;1;1965;;;;;;;10Z 65 (4);;;Ecole Pratique des Hautes Etudes en Sciences Economiques et Sociales;;
IMEC;Jean Ziegler;;;Homme politique et sociologue Suisse, rapporteur à l'ONU sur les questions alimentaires.;Politicien-ne;Politique;4;1964;1979;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Jean Ziegler (Personnel - à Jean et Françoise);;;Homme politique, altermondialiste, sociologue;Sociologue;Sociologie - anthropologie;1;1973;;;Carte postale du Sénégal;;;;10Z 1 (3);;;;;
IMEC;Jean-Claude Hémery;;;Ecrivain et traducteur;Ecrivain(e);Littérature;1;1954;;;;;;;DVG2.C04;;;;;
IMEC;Jean-Claude Ibert;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C04;;PJ : ‘‘Jean Duvignaud, romancier dramatique’‘, texte de Jean-Claude Ibert;;;
Domicile;Jean-Daniel Belfond;;;Editions Ecriture;Editeur/Editrice;Edition;1;31/3/1993;;;Réédition de l'Acteur;L'Acteur, 1993;;;;;;Editions Ecriture;;
IMEC;Jean-Denis Roussel;;;;Inconnu;Inconnu;2;1989;;;;;;;DVG2.C06;;;Alliance Française;;
IMEC;Jeanette;;;;Inconnu;Inconnu;1;1957;;;;;;;DVG2.C04;;;;;
IMEC;Jean-François de Raymond;;;Diplomate et universitaire en philosophie, lettres et histoire;Diplomate;Culture et diplomatie;1;1978;;;;;;;DVG2.C06;;;Ambassade de France en Grèce;;
IMEC;Jean-François Sentein;;;Ecrivain et poète;Ecrivain(e);Littérature;1;1957;;;;;;;DVG2.C07;;;Arts Spectacle;;
IMEC;Jean-Jacques Abrahams;;;Auteur;Ecrivain(e);Littérature;1;1971;;;;;;;DVG2.C01;;Pour saisir l'histoire de cet auteur : https://www.lemonde.fr/archives/article/1976/02/21/l-homme-au-magnetophone_2958622_1819218.html;;;
IMEC;Jean-Jacques Lebel;;;Artiste plasticien;Artiste plasticien;Arts;1;1979;;;;;;;DVG2.C05;;French Line Liberté;;;
IMEC;Jean-Jacques Schühl;;;Ecrivain;Ecrivain(e);Littérature;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Jean-Louis;;;;Inconnu;Inconnu;1;1970;;;;;;;DVG2.C04;;;;;
IMEC;Jean-Luc Pidoux-Payot;;;PDG des éditions Payot de 1960 à 1987;Editeur/Editrice;Edition;3;1976;1978;;;;;;DVG2.C06;;;Editions Payot;;
IMEC;Jean-Marc Lachaud;;;Philosophe et théoricien de l'art;Philosophe;Philosophie;1;1998;;;;;;;DVG2.C05;;PJ : Tiré à part du texte de Jean-Marc Lachaud dans la revue ‘‘Figures de l'Art’‘, numéro 1, 1993-1994;;;
IMEC;Jean-Marc Marchand;;;;Inconnu;Inconnu;1;1994;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Jean-Marie (?);;;;Inconnu;Inconnu;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;Jean-Marie Apostolidès;Jean-Marie Apostolidès (1943-2023);;Sociologue, professeur de théâtre, de littérature, essayiste. Doctorat sous la direction de Jean Duvignaud;Universitaire;Administration  - gestion;1;1981;;;Le ça perché (Duvignaud), Le roi-machine (Apostolidès);;;;10Z 1 (3);;;;; 450 Jane Stanford Way, Stanford, CA 94305, États-Unis
IMEC;Jean-Marie Clarinard;;;philosophe;Philosophe;Philosophie;1;1973;;;;;;;DVG2.C02;;;;;
Domicile;Jean-Marie Pradier;;;Professeur d'ethnoscénologie;Professeur d'ethnoscénologie;Sociologie - anthropologie;1;13/11/1993;;;"Remerciement et commentaire pour l'envoi de la réédition de l'Acteur ; Personnel";L'Acteur, 1993;;;;;;Université Paris Saint Denis;;
IMEC;Jean-Marie Roblès;;;Philosophe et écrivain. Au Brésil il a dirigé un temps la maison de la culture française à Fortaleza;Ecrivain-philosophe;Philosophie;1;1983;;;;;;;DVG2.C06;;Dans le dossier Scarabée International;;;
IMEC;Jean-Michel Palmier;;;Essayiste, philosophe et historien de l'art, spécialiste de l'Allemagne et de la république de Weimar;Historien-philosophe;Histoire;2;1979;1993;;;;;;DVG2.C06;;;;;
Domicile;Jean-Michel Palmier;;;Essayiste, philosophe et historien de l'art, spécialiste de l'Allemagne et de la république de Weimar;Philosophe;Philosophie;1;1993;;;"Remerciement pour l'envoi d'un livre, sûrement Talma (""Le singe patriote"") ; Personnel";;;Intime;;;;;;
IMEC;Jeanne Modigliani;;;Fille du peintre A. Modigliani, résistante, secrétaire de rédaction du journal Action, historienne de l'art;Journaliste;Journalisme;1;19…;;;;;;;DVG2.C05;;;Action;;
IMEC;Jeannette Abouhamad Hobaica;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1972;;;;;;;DVG2.C04;;;;;
IMEC;Jeannine Worms;;;romancière, essayiste et autrice de théatre;Ecrivain(e);Littérature;1;1970;;;;;;;DVG2.C07;;;;;
Domicile;Jean-Paul Enthoven;;;Hachette Livre;Editeur/Editrice;Edition;1;1985;;;"La faiblesse des ventes du ""Propre de l'Homme"" et la proposition de restituer ses droits sur le livre à l'auteur";Le Propre de l'Homme, Hachette, 1985;;;;;;Hachette Livre;;
