Centre d'archives;Scripteur;Scripteur - complet;Destinataire;Fonction du scripteur;Spécialité;Spécialité - généraliste;Nombre de lettres;Date A;Date B;Format;Sujet(s);Œuvres citées;Personnes citées;Contexte relationnel;Cote Archives;Identifiant personnel;Notes archiviste;Papier à en-tête;Revue;Lieu
IMEC;Renée Nantet;;;Fille de Paul Claudel;Femme/Homme de lettres;Littérature;1;1994;;;;;;;DVG2.C06;;;;;
Archives municipales de La Rochelle;Responsable du Bureau du 3e cycle, Paris VII;;;Responsable du Bureau du 3e cycle, Paris VII;Administratif universitaire;Administration  - gestion;1;1996;;;Convocation au jury de soutenance de thèse d'Emmanuel Garrigues;;;;10Z 65 (4);;ainsi que le rapport de pré-soutenance et le rapport sur la thèse;;;Université Paris 7, 26 Rue de Paradis, 75010 Paris
Archives municipales de La Rochelle;Richard Kirchoff;;;Conseiller Culturel Adjoint, Ambassade de la République Française à Rome;Diplomate;Culture et diplomatie;1;1975;;;Conférences en Italie;;;;10Z 65 (4);;;;;Rome
IMEC;Richard Stamelman;;;Professeur de littérature française et comparée  à Wesleyan University et à Williams College aux Etats-Unis. Spécialiste de la poésie française contemporaine;Professeur de littérature;Littérature;1;1972;;;;;;;DVG2.C07;;;Wesleyan University (Middletown, Connecticut);;
IMEC;Richard Swedberg;;;Sociologue suédois;Sociologue;Sociologie - anthropologie;1;1983;;;;;;;DVG2.C07;;Dans le dossier Scarabée International;;Scarabée International;
IMEC;Rillaud;;;;Inconnu;Inconnu;1;1947;;;;;;;DVG2.C06;;Poèmes;;;
IMEC;RJ. Lombard;René-André Lombard (1923-2019);;Professeur de lettres, homme de théâtre et mythologue français;Femme/Homme de théâtre;Littérature;1;1990;;;;;;;DVG2.C05;;;Institut de Physique Nucléaire;;
IMEC;Robert;;;;Inconnu;Inconnu;1;1941;;;;;;;DVG2.C06;;;;;
IMEC;Robert Amadou;;;Ecrivain (esotérisme et parapsychologie);Ecrivain(e);Littérature;1;1972;;;;;;;DVG2.C01;;;;;
IMEC;Robert Carel;;;;;Inconnu;10;1943;;;;;;;DVG2.C02;;‘‘les amis des mauvais jours...’‘;;;
IMEC;Robert Casel Montero;;;;Inconnu;Inconnu;1;1950;;;;;;;DVG2.C05;;;;;
IMEC;Robert Fernea;;;Anthropologue américain;Ethnologue/Anthropologue;Sociologie - anthropologie;4;1979;1984;;;;;;DVG2.C03;;;The University of Texas;;
IMEC;Robert Gallimard;;;éditeur;Editeur/Editrice;Edition;1;1951;;;;;;;DVG2.C03;;Voir aussi en Gestion de l'Oeuvre (DVG2.R01.14);Gallimard;;
IMEC;Robert Gilbert;;;Auteur d'opérettes, comédies, revues, chansons;Femme/Homme de théâtre;Littérature;1;1953;;;;;;;DVG2.C03;;;Théâtre de la Comédie;;
IMEC;Robert Janhi (?);;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C04;;;;;
IMEC;Robert Jaulin;;;ethnologue;Ethnologue;Sociologie - anthropologie;1;19…;;;;;;;DVG2.C04;;Dossier Cause Commune;;Cause Commune;
IMEC;Robert Mallet;;;Poète et écrivain;Ecrivain(e);Littérature;3;1954;1973;;Probable admin universitaire;;;;DVG2.C05;;PJ : Protocole d'accord entre l'Institut de Technologie de Toronto et le Département de Sociologie de Tours;;;
Archives municipales de La Rochelle;Robert Poujade;;;Maire de Dijon;Politicien-ne;Politique;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Robert Savaux;;;;;Inconnu;15;1941;1943;;;;;;DVG2.C07;;"""Les amis des mauvais jours""";;;
IMEC;Roberto;;;;Inconnu;Inconnu;1;1983;;;;;;;DVG2.C06;;;;;
IMEC;Roberto Motta;;;Anthropologue brésilien;Anthropologue;Sociologie - anthropologie;3;1982;1992;;;;;;DVG2.C05;;PJ : ‘‘Festas e Civilizações’‘, article sur le livre de J. Duvignaud, par Motta;;;
IMEC;Roger;;;;Inconnu;Inconnu;1;1949;;;;;;;DVG2.C06;;;;;
IMEC;Roger Bastide;;;Sociologue - ethnologue;Socio-anthropologue;Sociologie - anthropologie;8;1963;1973;;;;;;DVG2.C01;;"PJ : 3 lettres de Janine Bastide + Faire part décès de R. Bastide. 
Voir aussi fonds Roger Bastide pour complément de correspondance";;;
IMEC;Roger Blin;;;Metteur en scène, dramaturge;Metteur en scène;Théâtre;2;1959;;;;;;;DVG2.C01;;;;;
IMEC;Roger Deldime;;;Sociologue, psychologue, pédagogue et théâtre;Sociologue;Sociologie - anthropologie;3;1992;1994;;;;;;DVG2.C02;;en-tête : Université Libre de Bruxelles;Université Libre de Bruxelles;;
IMEC;Roger Garaudy (R. Garandez dans l'inventaire);;;Philosophe, écrivain, membre du PC (puis exclu), siègea à l'Assemblée. Négationniste;Philosophe;Philosophie;1;1949;;;;;;;DVG2.C03;;;Assemblée Nationale;;
IMEC;Roger Grenier;;;Résistant, ecrivain, directeur littéraire, journaliste (à Combat et France Soir notamment), homme de radio.;Journaliste-écrivain;Journalisme;2;1944;1954;;;;;;DVG2.C03;;;;;
IMEC;Roger Kempf;;;Professeur de langue et littérature, chercheur en littérature;Professeur de littérature;Littérature;1;1972;;;;;;;DVG2.C04;;;;;
IMEC;Roger Stéphane;;;Ecrivain et journaliste, résistant. Cofondateur de l'Observateur;Journaliste-écrivain;Journalisme;1;1955;;;;;;;DVG2.C07;;;;;
IMEC;Roger Weil Lorac;;;ecrivain, spécialiste du cinéma;Ecrivain(e);Littérature;1;1970;;;;;;;DVG2.C05;;Voir aussi en Correspondance, scripteur Rio (DVG2.C06) et Adaptations cinématographiques (DVG2.R01-01);;;
IMEC;Roger-Pol (Droit ?);;;philosophe et journaliste;Philosophe;Philosophie;1;1979;;;;;;;DVG2.C06;;;;;
IMEC;Roland Barthes;;;Philosophe;Philosophe;Philosophie;13;1953;1960;;;;;;DVG2.C01;;Voir également fonds Roland Barthes conservé à l'IMEC (probable complément de correspondance);;;
IMEC;Roland Mihaïl;;;Journaliste;Journaliste;Journalisme;1;19…;;;;;;;DVG2.C05;;Carte jointe à l'exemplaire du magazine Le Point (voir presse sur Duvignaud);;;
IMEC;Roman Denis;;;;Inconnu;Inconnu;1;1959;;;;;;;DVG2.C02;;"PJ : Texte de Denis sur article de Duvignaud
Texte réponse de J. Duvignaud
Dans dossier ‘‘Arguments et Alentours’‘";;Arguments;
IMEC;Roman Pydsowski (?);;;;Inconnu;Inconnu;1;1972;;;;;;;DVG2.C06;;;;;
IMEC;Rosza W. Val Zoladz;;;Sociologue brésilienne;Sociologue;Sociologie - anthropologie;7;1995;1998;;;;;;DVG2.C07;;;;;
IMEC;Rudolf;;;Peut-être Rudolf Prinz Zur Lippe. Faire le rapprochement avec ses lettres;Inconnu;Inconnu;3;1947;1993;;;;;;DVG2.C06;;;;;
IMEC;Rudolf Prinz Zur Lippe;;;Noble, philosophe et artiste allemand;Philosophe;Philosophie;1;1993;;;;;;;DVG2.C06;;;;;
IMEC;Rul. (?);;;;Inconnu;Inconnu;1;19.;;;;;;;DVG2.C06;;;;;
IMEC;S. B.;;;;Inconnu;Inconnu;1;1968;;;;;;;DVG2.C01;;en-tête : Faculté des Lettres et Sciences Humaines, Sorbonne;Faculté des Lettres et Sciences Humaines, Sorbonne;;
IMEC;S. Friedman;;;chef de la Division pour le développement international des sciences sociales de l'U.N.E.S.C.O;Personnel Unesco;Culture et diplomatie;1;1968;;;;;;;DVG2.C03;;;Unesco;;
IMEC;Sabra Weber;;;Anthropologue et chercheuse en littérature université d'Austin;Anthropologue;Sociologie - anthropologie;1;1982;;;;;;;DVG2.C07;;;The University of Texas at Austin;;
IMEC;Salab Riza;;;Sociologue et cinéaste, élève de Michel Foucault;Sociologue;Sociologie - anthropologie;1;1998;;;;;;;DVG2.C06;;;;;
IMEC;Sapata Wiktov;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C07;;"PJ : 3 enveloppes avec d'autres numéros du journal (d'autres scripteurs marqués sur les enveloppes)
Dans le dossier sur le PC";;;
IMEC;Serge Chaumier;;;Muséologie, médiation culturelle;Sociologue;Sociologie - anthropologie;8;1993;1998;;;;;;DVG2.C02;;;;;
Archives municipales de La Rochelle;Serge François;;;Chef du bureau des boursiers français à l'Etranger de la DGRST, Ministère des Affaires Etrangères;Haut fonctionnaire;Culture et diplomatie;3;1995;1997;;Demande de participation à la sélection pour l'attribution de la bourse Lavoisier pour le Brésil;;;;10Z 65 (4);;Liste des candidats;;;Paris
IMEC;Serge Galuz;;;;Inconnu;Inconnu;2;1986;1987;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Serge Jonas;;;Editions Anthropos;Editeur/Editrice;Edition;1;1966;;;Publication de la revue de sociologie de l'art Mutation, dirigée par Jean Duvignaud;;;;10Z 1 (3);;PJ : 2 devis et une copie de la lettre;;;42 RUE MONGE 75005 PARIS
IMEC;Serge Mahe;;;Militant anarcho-syndicaliste;Politicien-ne;Politique;1;1973;;;;;;;DVG2.C05;;;;;
IMEC;Serge Neoffini (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C06;;;;;
IMEC;Serge Santelli;;;Architecte et urbaniste, théoricien de l'architecture. Il a enseigné en France, en Tunisie et au Sénégal;Théoricien de l'architecture;Théoricien de l'art/théâtre/littérature/architecture;2;1979;;;;;;;DVG2.C07;;PJ : Programme du séminaire d'études, à Mahdia, Tunisie;;;
IMEC;Serva (?);;;;Inconnu;Inconnu;1;1957;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Service de la scolarité, Bureau des études doctorales, Université Paul Valéry;;;;Administratif universitaire;Administration  - gestion;1;1998;;;Envoi d'un exemplaire de la thèse de Mr Bedhioufi, invitation à faire partie du jury de sa thèse, rapports;;;;10Z 65 (4);;;;;Université Paul Valéry, Rte de Mende, 34090 Montpellier
Archives municipales de La Rochelle;Service du doctorat de la Faculté des lettres et Sciences Humaines de l'Université de Paris;;;;Administratif universitaire;Administration  - gestion;1;1965;;;Convocation soutenance;;;;10Z 65 (4);;;;;Université Paris 1 Panthéon-Sorbonne, Paris 05
IMEC;Seungmi Kim;;;;Inconnu;Inconnu;3;19…;;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;Shelley Rio-Roitman;;;Bureau littéraire de la 20th Century Fox;Producteur;Edition;1;1968;;;Chebika;;;;10Z 1 (3);;;;;Paris
IMEC;Shelley S. Rio;;;;Inconnu;Inconnu;1;1967;;;;;;;DVG2.C06;;"PJ : de J. Duvignaud. à propos de la version du ‘‘Grabuge’‘ présentée par la Fox (1 f., 1970, sans
destinataire identifié)
Renvoi dans le fonds : Voir aussi : Gestion de l'oeuvre (DVG2.R01-01) ; Correspondance : Lorac, Roger Weil
(DVG2.C05)";20 th Century Fox;;
IMEC;Simone Saint-Galin;;;;Inconnu;Inconnu;1;1945;;;;;;;DVG2.C07;;"""Les amis des mauvais jours""";;;
IMEC;Simone Teriz (?);Simone Tery (1897-1967);;Propable Simone Téry, journaliste (L'Humanité et Vendredi) et romancière;Journaliste-écrivain;Journalisme;1;1947;;;;;;;DVG2.C07;;;;;
IMEC;Simon-Pierre Nothomb;Simon-Pierre Nothomb (1933-2012);;Haut fonctionnaire belge;Haut fonctionnaire;Culture et diplomatie;1;1984;;;;;;;DVG2.C06;;Université Catholique de Louvain;;;
IMEC;Société D'entraide des Membres de la Légion D'honneur;;;Société d'aide à but non lucratif;Association/Fondation;Culture et diplomatie;4;1998;;;;;;;DVG2.C07;;;;;
IMEC;Société des Auteurs et Compositeurs Dramatiques;;;Société de gestion collective des droits d'auteur;Gestion des droits;Droit;1;1958;;;;;;;DVG2.C07;;"PJ : 1/ Bordereau
2/ Lettre d'admission comme membre";;;
IMEC;Sophie Bassouls;;;Photographe;Photographe;Philosophie;1;1995;;;;;;;DVG2.C01;;;;;
IMEC;Sophie Caratini;;;Anthropologue, thèse sous la direction de Jean Duvignaud;Anthropologue;Sociologie - anthropologie;1;1996;;;;;;;DVG2.C02;;;;;
IMEC;Sous-Préfet de Saintes à M. le Préfet, La Rochelle;;;;Politicien-ne;Politique;1;1942;;;;;;;DVG2.C07;;Sous-préfecture de Saintes;;;
IMEC;Stanislas de Laboulaye;;;Diplomate;Diplomate;Culture et diplomatie;3;1975;1976;;;;;;DVG2.C05;;;Service Culturel de l'Ambassade de France en Grande-Bretagne;;
IMEC;Susan Adams;;;Probablement édition;Editeur/Editrice;Edition;1;1974;;;;;;;DVG2.C01;;;;;
IMEC;Sylvain Michaux;;;;Inconnu;Inconnu;1;197…;;;;;;;DVG2.C05;;;;;
IMEC;Sylvie Denis;;;;Inconnu;Inconnu;1;1998;;;;;;;DVG2.C02;;en-tête : Ville de La Rochelle, Archives Municipales;Ville de La Rochelle, Archives Municipales;;
IMEC;T. Blot (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;T. Konan;;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C04;;;;;
IMEC;T. Merand (?);;;;Inconnu;Inconnu;1;1958;;;;;;;DVG2.C05;;;;;
IMEC;T. Roman (?);;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C06;;;Polska Akademia Nauk Instytut Sztuki;;
IMEC;T? Cahon;;;;Inconnu;Inconnu;2;195…;;;;;;;DVG2.C02;;;;;
IMEC;Tania Bari (?);Tania Bari (1936-);;Danseuse;Danseur/Danseuse;Danse et chorégraphie;40;1965;1990;;;;;Intime;DVG2.C01;;42 courriers : 29 lettres manuscrites, 11 cartes, 2 télégrammes. + 2 photos;;;
Archives municipales de La Rochelle;Tania Bari (probable, non signé);;;Danseuse;Danseur/Danseuse;Danse et chorégraphie;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;Windsor Hôtel Montreal;;1160, rue Peel - 1170, rue Peel, Montréal
IMEC;Theodor W. Adorno;;;Philosophe, Ecole de Francfort, sociologie de la culture et culture de masse;Sociologue;Sociologie - anthropologie;1;1957;;;;;;;DVG2.C01;;;;;
IMEC;Thérèse Tremblais;;;Psychanaliste;Psychanaliste;Médecine;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Thierry;;;;Inconnu;Inconnu;2;1995;;;;;;;DVG2.C07;;;;;
IMEC;Til. Nemi (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C06;;;;;
IMEC;Toest (?);;;;Inconnu;Inconnu;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Tom Burns;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1973;;;;;;;DVG2.C01;;en-tête : University of Edinburgh;University of Edinburgh;;
IMEC;Trahi B. Zannad;;;Peut-être Hédia Zannad, chercheuse en sociologie et management;Inconnu;Inconnu;4;1989;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Traki Zannad;;;Sociologue et élève de Jean Duvignaud;Sociologue;Sociologie - anthropologie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;2 cartes : une pour Jean et une pour féliciter Françoise pour sa thèse;;;
IMEC;Tribunal de 1ère instance du Département de la Seine;;;Judiciaire;Inconnu;Inconnu;1;1950;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Valéry Giscard D'Estaing;;;Président de la République;Politicien-ne;Politique;1;1975;;;Remerciement pour l'envoi de La planète des Jeunes;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;Variés (correspondance personnelle);;;;Inconnu;Inconnu;18;1956;;;Marée basse, représentation;;;;10Z 1 (3);;;;;Paris
Archives municipales de La Rochelle;Variés (lecteurs du Nouvel Observateur);;;Varié, essentiellement psychologues;Inconnu;Inconnu;16;1967;;;"Réactions de lecteurs du Nouvel Observateur aux articles suivants : ""Les nouveaux prolétaires"", ""Le gorille du jardin des plantes"", ""La honte d'être humaniste"", ""L'ère des tests""";;;;10Z 1 (3);;Essentiellement des lettres de protestation de la part de psychologues. Une note du Nouvel Observateur demandant à Jean Duvignaud de publier une réponse aux lecteurs. Une réponse en faveur de Duvignaud par Gilbert Tarrab. Une réponse également de J. Touzé (Dr.);;;Paris
IMEC;Vaumary;;;;Inconnu;Inconnu;1;1944;;;;;;;DVG2.C07;;;;;
IMEC;Véronique Buret;;;éditions;Editeur/Editrice;Edition;1;1983;;;;;;;DVG2.C01;;en-tête : InterEditions;InterEditions;;
IMEC;Victor Jaccard;;;;Administratif universitaire;Administration  - gestion;1;1971;;;;;;;DVG2.C04;;;Université de Genève;;
IMEC;Victor Leduc;;;Valdemar Nechtschein, résistant, ancien communiste (puis PSU), professeur de philosophie et écrivain;Politique-écrivain;Littérature;1;1980;;;;;;;DVG2.C05;;;;;
IMEC;Vincent Simonet;;;;Inconnu;Inconnu;1;1993;;;;;;;DVG2.C07;;Dans une chemise orange intitulée ‘‘DGRST’‘;;;
IMEC;Violette Leduc;;;Ecrivaine;Ecrivain(e);Littérature;1;1965;1970;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Violette Rette;;;Soignante;Médecin;Médecine;2;1973;;;A propos d'un livre autobiographique envoyé à Jean Duvignaud;;;;10Z 1 (3);;Contient une lettre du Dr Courchet, chef de service  neuro-psychiatrie de l'hôpital Sainte Camille, Paris.;;;Paris
IMEC;Vittore Branca;;;philologue et critique littéraire italien;Critique littéraire;Littérature;3;1967;1971;;;;;;DVG2.C01;;;;;
IMEC;Vittorio Lanternari;;;;Inconnu;Inconnu;1;1977;;;;;;;DVG2.C05;;;Università di Roma;;
IMEC;W. (?);;;;Inconnu;Inconnu;2;1990;;;;;;;DVG2.C07;;;;;
IMEC;Werner Janzarim (?);;;Peut-être Werner Janzarik (1920-2019), professeur et psychiatre Allemand;;Médecine;12;1934;1954;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;Y. Mabin;Yves Mabin Chennevière (1942-2020);;Direction générale des relations culturelles, scientifiques et techniques, Ministère des affaires étrangères;Diplomate;Culture et diplomatie;2;1975;;;Conférences en Yougoslavie;;;;10Z 65 (4);;;;;37 Quai d'Orsay, 75007 Paris
IMEC;Y. Mabin;;;;Inconnu;Inconnu;1;1971;;;;;;;DVG2.C05;;;Ministère des Affaires Étrangères;;
IMEC;Y. Nantet;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C06;;;;;
IMEC;Yehudi Menuhin;;;Violoniste;Musicien-ne;Arts;1;1969;;;;;;;DVG2.C05;;;Conseil International de la Musique;;
IMEC;Yoon Jun Sun (?);;;;Inconnu;Inconnu;1;1995;;;;;;;DVG2.C07;;;;;
IMEC;Yuan Fang;;;Sociologue chinois;Sociologue;Sociologie - anthropologie;3;1985;1987;;;;;;DVG2.C03;;Contient : 1 lettre, 4 enveloppes et 2 cartes postales ;;;
IMEC;Yunxin Song;;;Sociologue chinois;Sociologue;Sociologie - anthropologie;1;1990;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Yves Brunsvick;Yves Brunsvick (1921-1999);;Secrétaire Général de la Commission de la république Française pour l'éducation, la science et la culture (Unesco);Personnel Unesco;Culture et diplomatie;1;1977;;;Conférence à Ottawa;;;;10Z 65 (4);;;;;7 Pl. de Fontenoy-Unesco, 75007 Paris
IMEC;Yves Davet;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C02;;;;;
IMEC;Yves de Gibon;;;;Inconnu;Inconnu;1;1976;;;;;;;DVG2.C03;;;;;
IMEC;Yves Dechezelles;;;Avocat et militant de gauche;Politicien-ne;Politique;2;1956;;;;;;;DVG2.C02;;"PJ : Lettre de Maurice Laval à Nantet
Dans le dossier ‘‘Arguments et Alentours’‘";;Arguments;
IMEC;Yves Florenny;;;;Inconnu;Inconnu;6;1956;1982;;;;;;DVG2.C03;;en-tête d'une des lettres : Le Monde;;;
IMEC;Yves Loreq (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;Yves Marek;;;Diplomate, enarque, président de la Fédération Française d'Echecs;Diplomate;Culture et diplomatie;1;1992;;;;;;;DVG2.C05;;;Ministère des Affaires Etrangères;;
Domicile;Yvonne Roux;;;Sociologue. - Secrétaire de rédaction des Cahiers internationaux de sociologie;Sociologue;Sociologie - anthropologie;1;1995;;;A propos des Cahiers Internationaux de Sociologie;;"Marie-France Laval ; Christine Blanchard";;;;;;Cahiers Internationaux de sociologie;
IMEC;Yvonne Schuhl;;;;Inconnu;Inconnu;1;1994;;;;;;;DVG2.C07;;;;;
IMEC;Zora (?);;;;Inconnu;Inconnu;2;1954;1957;;;;;;DVG2.C07;;;;;
;;;;;;;;;;Nombre de feuillets;;;;;;;;;;
